Seagrass,PWY_2941,P241_PWY,PWY_4722,PWY_6167,PWY_6339,PWY_6471,PWY_6470
1,0.7012847391342738,-2.8682128,0.4952939726622558,-0.281268588,0.6213671604285136,1.850034183778136,1.062067833
1,-1.540305522,-17.83992202,-0.04259628,0.6017872634330234,0.6975849623072008,-0.158506703,-1.058120436
1,-1.061656886,-0.903437919,0.085161142,-0.284446266,0.7865227949132019,-1.517470454,-18.28562275
1,-0.150869326,-1.485518591,-1.298161392,0.6887514592587981,0.2980429252629836,0.066834568,-0.948849672
1,0.1401871922078802,-0.511735844,-0.710616569,-0.07084455,0.5014304598608282,-0.976212191,-1.165271585
1,5.376639041144649,-17.9179583,0.3259512604501812,1.5977695225116375,0.025842618,5.425752948498136,3.944453730317788
1,0.4028394008782514,-0.364201645,-0.213525372,-18.78512932,1.179276469872946,1.256102549922779,-18.78512932
0,-2.30393335,-1.202095863,0.7410280415198885,1.1400892118298511,0.7680392422525333,-18.19836458,-18.19836458
0,-1.523039168,-17.99612869,0.6620660783591079,0.4932295121680733,-0.323036807,-17.99612869,-17.99612869
0,-3.423796112,-0.324381331,1.298805155556865,1.110055262914542,0.7116921667615341,-2.899404435,-18.28291256
0,-3.491928475,-1.326275017,-18.40584597,1.0684139412188445,-18.40584597,-2.617120058,-18.40584597
0,0.422868473,-1.156464067,1.030782637957948,1.2262278343391686,0.5651948660896721,-17.94829476,-17.94829476
0,0.1155453927746814,-1.190634812,0.5226647201980243,0.8050941350146888,-0.055429589,-1.493804176,-18.74631715
1,1.1620223949434154,-2.910810126,-17.96095496,0.6795846652620564,-17.96095496,1.621805629589245,-17.96095496
1,-0.398807554,-17.929065,0.3035864822512745,-0.216558549,-17.929065,-1.160789122,-17.929065
1,-0.627580236,-18.12887218,-0.584456631,-0.234861803,-0.561746611,-1.243436126,-2.3566743
1,0.1951107433157902,-17.08256301,-1.072654123,1.0805802403451543,-17.08256301,0.5947931736142346,-17.08256301
1,-0.077470553,-3.378327385,-0.486050538,-1.07508228,-1.070549839,0.648374318,-18.03075838
1,-0.868049099,-3.222870769,-1.577191046,0.3357551360260242,-17.58785997,-0.336231337,-17.58785997
0,-1.337953634,-17.77140667,-17.77140667,-0.292262836,0.8203638661554815,0.4927327239735182,-17.77140667
0,-0.354783278,-1.455993227,-1.893691761,-0.780240055,0.6260327249359947,-0.73283972,-17.9047235
0,-0.515490192,-0.827176037,-17.91231224,0.8345107749307271,0.9778279384884672,-0.739448093,-17.91231224
0,-0.513163059,-4.172489211,-2.588659442,-0.062060644,0.2976838665834271,0.099744416,-0.521948651
0,-2.302354043,-3.539074136,-1.493116614,1.2063729376056291,0.7224080980368245,-0.736972392,-1.764169819
0,-0.566889302,-1.645275743,-18.61240649,-0.275872216,0.5624461384929715,-2.823489252,-18.61240649
1,-1.230317973,-18.72533696,-2.021891468,-0.509875692,-0.788641294,-1.552370304,-3.159446826
1,-1.264096125,-3.46539565,-1.713488646,0.1463600327670222,-0.099590705,-1.139381597,-1.968421959
1,-0.197053886,-3.071867814,-1.868453456,0.9262010496528552,-18.38985698,-0.930560588,-18.38985698
1,-0.034743064,-1.590320938,-2.075388394,0.5559337614717867,-0.73718706,-0.560284972,-18.98042388
1,0.5134321361773714,-1.67247763,0.2856875041759746,-0.012910478,0.5940476536901957,-17.39166842,-17.39166842
1,-1.710677354,-16.40132712,-16.40132712,-16.40132712,-16.40132712,-16.40132712,-16.40132712
0,-0.829802695,-1.952513079,-2.086360804,0.1766641402825019,-0.194205752,-0.436569664,-1.322471539
0,-0.331849415,-1.008895185,-0.8715084,0.736259899,-0.907479691,-1.18246281,-2.209044021
0,-0.440477098,-0.645510685,-2.124926769,0.9073177695460096,-19.11702728,-1.338544809,-1.978664647
0,-1.797362819,-1.415067781,-0.91760623,0.7464823301938539,-0.146664104,-1.575988471,-19.25974297
0,-0.654998288,-1.178388128,-2.439053259,0.6275986622467562,-19.14370068,-1.090165623,-2.047486082
0,-1.392221166,-1.368820904,-1.612118091,0.2766542415348849,-0.734004605,-1.90325656,-2.578434212
1,-0.702715361,-0.699129452,0.225688814,-0.054772777,0.1388550030814443,-18.28167464,-18.28167464
1,1.0454270566538406,-0.047943365,-0.065287217,0.1894596562064832,-0.220842509,-18.2235831,-18.2235831
1,0.7040557518554393,-3.565441715,0.052284503,-1.279284089,1.4943444515060045,-0.318941723,-1.095032598
1,0.9549892982536422,-0.897682761,0.571311313,0.292979916,1.2093150524908616,-1.187275381,-1.986204103
1,-0.916747898,-0.488244446,-0.080786906,-0.997171221,0.3416709594582892,-0.770699997,-18.5482667
1,2.2098760828125545,-18.13405582,-0.286679374,0.051308398,1.2617015237890723,0.012519771,-1.223342992
0,-0.397235359,0.2773830330631351,0.4734326488368787,-18.08048744,-18.08048744,-0.399495423,-18.08048744
0,0.2202763617122574,0.022257595,0.4707013553962809,-17.68533521,0.8780843634884462,-17.68533521,-17.68533521
0,0.3920915152552757,0.5421923922630091,-17.95151548,1.1305281894948678,0.4644239243029788,0.5979488141977841,-0.423262128
0,-0.416219061,0.1842332090004957,0.034428939,-0.574199284,1.0411094659615052,-18.08517282,-18.08517282
0,-0.040238746,0.2075557812737823,0.7129127049127598,0.087761726,0.3512811579002006,-18.04381387,-18.04381387
0,-0.593946921,-0.388593741,-0.84250195,0.1883686417944243,0.2558884107013845,-18.45605028,-18.45605028
1,-0.29047604,-2.979339709,-0.815865745,-0.855429059,-17.80551578,0.2075785582267985,-17.80551578
1,-1.052761985,-2.577285371,-17.81102528,-0.816517044,-0.284449442,-0.183292332,-17.81102528
1,0.4542813928919919,-17.86962603,-17.86962603,0.6679831737693317,-17.86962603,-17.86962603,-17.86962603
1,0.8988075847075347,-17.42944625,-1.418582321,0.4509028843994391,-17.42944625,-0.258833818,-0.844173698
1,0.3541466975220144,-17.76383469,-17.76383469,0.2823855566304354,0.092559822,-17.76383469,-17.76383469
1,-1.558209525,-1.352301296,-17.85761864,0.1224475219111848,-17.85761864,-0.686077221,-1.271840377
0,0.3882938145632501,-0.901901998,-17.70733231,0.4245181884235648,-17.70733231,-1.226184823,-1.813232013
0,0.7457785775844342,-0.750233064,-16.84898855,-0.105089147,0.3401216705296909,-16.84898855,-16.84898855
0,0.8467129962290113,-1.382660507,-17.34426006,1.1273140987028778,-0.757532684,-17.34426006,-17.34426006
0,0.090925578,-0.492353382,-1.804397262,0.2485213553706018,-17.12322864,-0.642747406,-17.12322864
0,0.1668672188633128,-1.930297953,-17.42874311,-17.42874311,-17.42874311,-17.42874311,-17.42874311
0,0.7852073051493111,-0.306958144,-17.35424797,1.6847981900822795,-17.35424797,-0.873931869,-17.35424797
1,0.079819729,-1.587938509,-1.030471408,-0.653573497,-0.697236014,-2.442698527,-2.942650801
1,1.2257027687344528,-1.642977266,-0.18545476,0.6321353370463961,0.4364628774561186,0.1178246294159632,-1.504936534
1,-0.661965843,-0.891581029,-1.638727554,1.0247438829565056,-1.273121267,-2.016821861,-3.294244839
1,-0.369883842,-0.960688811,-0.857384646,0.7839850587667212,-1.047311783,-3.380665733,-3.469675762
1,0.1533459104716286,-1.888226261,-1.521458336,-0.144635427,-1.444154061,-0.980706345,-1.893539211
1,0.2383152316359275,-1.392074824,-0.631023756,0.5896722461383738,-1.160603186,-0.904584259,-2.373965705
0,-0.065032499,-1.476207544,-3.162333825,1.2947798636099388,-1.462716319,0.1357914181353137,-0.592144565
0,-0.713411281,-1.059642214,-0.900914686,0.8157491024911815,-1.189192412,-1.170317916,-2.186025883
0,-0.901082997,-0.801988619,-1.118450354,0.9319401174080956,-1.822441672,-2.979881143,-5.294968785
0,-0.693402573,-0.983351051,-1.316976739,1.0245504940406596,-1.329861682,-1.373958766,-5.108708942
0,-0.611266459,-0.786225358,-3.819354626,0.9865446572246412,-1.302859598,-1.039731483,-2.288241374
0,-0.351359464,-1.28422888,-1.019763934,1.162281202903043,-2.380729482,-1.533503817,-2.336760039
1,1.4325564395175436,-0.46099148,-1.586767176,1.1686915517337917,-18.29100064,-1.299190187,-18.29100064
1,-0.38478186,0.2525550900704505,0.8657551123166431,0.7194195879189949,-17.43818963,-1.139066142,-17.43818963
1,-1.305018371,-0.544971061,-18.22327585,0.8537904234279606,-18.22327585,-1.049532875,-2.657232325
1,0.229399924,-1.050329891,-1.549235599,0.7168683436670058,-18.25354708,-1.954053192,-2.856350667
1,-0.706714201,-18.83941469,-1.530115425,0.2467182349081529,-1.300502433,-1.66552805,-2.252363016
1,-0.763285624,-1.539280478,-18.84145389,-0.03894123,-0.904047204,-1.444424008,-18.84145389
0,-0.881160815,-3.800136007,-2.649855021,-1.190966518,-18.66195507,-0.57445009,-1.555381077
0,-1.068479254,-2.525451647,-0.885804794,-0.439030506,-18.88651645,-1.425286861,-18.88651645
0,0.3145786848477412,0.1229138617056628,-17.68052147,1.177529330311035,-17.68052147,-0.594065615,-17.68052147
0,-0.319041882,-0.706364154,-17.91673769,0.1852885532372425,-17.91673769,0.1009734425148878,-17.91673769
0,0.3625176570100858,0.7187574294223448,-17.28501248,1.965718885543423,-17.28501248,-1.208761414,-17.28501248
0,-0.083605856,0.2259725496603871,-17.87604897,1.2041956901691522,-1.981526135,-17.87604897,-17.87604897
1,-1.088725393,-1.734135927,-0.272741873,0.5180898010300771,-18.43713993,-1.955634744,-18.43713993
1,-0.685066512,-0.951546335,-1.034831093,0.6589828231874046,-2.47386449,-1.343313141,-2.395202797
1,-0.269793892,-1.342749928,-0.584361262,-0.496674715,-18.6270944,-18.6270944,-18.6270944
1,-0.920365911,-2.112479985,0.2534223789358963,-0.681375922,-0.218908096,-17.78658069,-17.78658069
1,-3.734608063,-0.761726326,0.031685336,0.023212226,-1.152060622,-18.42546315,-18.42546315
1,-0.730457459,-1.466159389,-0.357552786,0.3897101685377092,-18.35319687,-18.35319687,-18.35319687
0,0.2944396252749712,-0.647306023,-0.816056914,0.6412614439902693,-1.222910861,-0.883726982,-1.627938458
0,0.4473316600063455,-1.289436662,-1.367125779,0.8381880323515235,-19.32119795,-1.302179242,-1.75737876
0,0.2480008217455136,-1.061220278,-0.018493193,0.3504764703503852,-1.128987786,-0.735872894,-18.88662316
0,0.3354460928351523,-2.221629773,0.06833494,-0.562858824,-1.524886315,-0.122843708,-19.11967154
0,0.4756815648036808,-1.474057186,0.1406748621092186,-0.092523284,-1.035176127,-0.09386394,-1.002351904
0,0.1661219986816514,-1.501187713,-0.286651098,-0.011236703,-19.26610074,-0.670638082,-2.267291541
1,-0.117649082,-1.72537828,-0.447552191,-1.100414673,-0.34255204,0.2421362478556923,-3.957098708
1,0.7871763408081237,-1.395967652,-1.834201507,-18.53748013,-0.183541643,-18.53748013,-18.53748013
1,0.381432536,-2.531646238,-0.833767412,-1.016823815,0.2478575251972011,-0.61563941,-19.32334859
1,-0.646342447,-1.897125372,-2.616362663,-0.76974733,0.6159893948777505,-19.13875178,-19.13875178
1,-0.946754733,-2.86734222,-0.186570527,-0.802016052,-0.022023835,-1.385430436,-3.594819938
1,2.4766264082270717,-3.238106759,-1.096057103,-1.09170485,-18.83195445,-18.83195445,-18.83195445
0,-1.507767288,-1.456162004,-0.657188282,0.2013425908242489,-18.65593971,-18.65593971,-18.65593971
0,-1.887526856,-0.982594905,-2.245555356,-0.955365562,-0.901896388,-18.54495063,-18.54495063
0,-0.674958018,-2.261872717,-0.844729988,-0.09074882,-18.46157062,-1.692657279,-2.279750138
0,-2.682545717,-0.737056322,-17.73328227,0.6894951632986982,-17.73328227,-17.73328227,-17.73328227
0,-0.912597517,-0.887495552,-18.41542349,0.5562236150476166,-18.41542349,-18.41542349,-18.41542349
0,-1.266424444,-1.852236754,-2.364885202,-1.098339716,-0.640569094,-18.6642363,-18.6642363
